lon,lat
136.906398,35.1814464
137.0840296,35.2239579
137.0021069,34.9892245
137.1562491,35.0823947
136.90253,35.0228426
136.8647553,34.9965332
140.1023643,39.7186135
141.4883986,40.5122839
141.3689761,40.6831337
140.7473647,40.822072
139.92486,35.3812265
140.2880265,35.4285439
140.3187806,35.7766076
140.1156648,35.4978377
140.0282255,35.8641227
140.6464692,35.7204338
132.7655752,33.8391574
133.5491949,33.9807605
132.5445085,33.5061936
132.7037292,33.7574293
132.5605575,33.2233404
135.7466439,35.4955931
134.9313762,34.853193
136.1844742,35.9565532
135.482998,34.573262
130.4017155,33.5903547
130.4459852,33.0302622
130.8752161,33.8834093
130.5239064,33.5127991
140.4675514,37.7502986
140.5629082,37.8191383
136.7606537,35.4232984
137.0156644,35.4402422
140.3396017,38.2554388
137.2441002,35.8058817
139.0634281,36.3894816
132.4552927,34.3852029
132.5654407,34.2486458
141.3543763,43.0620958
140.7288103,41.7687933
140.9946621,43.1907173
142.364819,43.7706355
140.9737991,42.3152306
143.1961031,42.9238989
141.8537848,43.3328813
141.5362468,43.1037445
143.3545032,44.3564842
141.650876,42.8209577
141.5778154,42.8825618
141.5635426,42.9856296
144.3813556,42.9848542
142.4631673,44.355938
135.1955112,34.690083
135.3415643,34.7375965
135.4009473,34.7843061
134.9901968,34.7969439
134.7798555,34.2944796
134.813111,34.3257122
140.0766423,36.0834857
136.6562051,36.5613254
141.1544838,39.702053
134.046574,34.3427879
130.5571158,31.5965535
130.6330314,31.2527702
139.6380256,35.4437078
139.6722005,35.2813412
139.70304,35.5308224
139.3494762,35.3351103
139.1521538,35.2645639
139.4036386,35.3338429
139.4478945,35.4581818
139.3950882,35.5123161
133.5292788,33.5595867
130.7078911,32.8031004
135.7680294,35.0116363
136.7093359,34.4875144
140.8693558,38.268215
131.4202411,31.9076736
138.1947709,36.6485829
129.877667,32.7502856
129.7151101,33.1799153
135.8050002,34.6850869
139.0230946,37.9025518
131.609272,33.2395578
131.3495446,33.5319719
133.9195019,34.6551456
127.6791568,26.2123124
127.6809317,26.2124013
135.5021651,34.6937378
135.4697387,34.7812658
135.4284439,34.8217051
140.4467935,36.3418112
130.3008576,33.263482
139.3999588,36.0421262
139.565369,35.7935109
139.6488487,35.8569991
139.3886446,36.1473097
135.8546074,35.0178929
138.3830845,34.9771201
137.7261258,34.7108344
137.8515133,34.7179035
139.8835651,36.565725
134.5548438,34.0702703
134.6087858,34.1725623
134.2377356,35.5038906
137.2136768,36.6959518
137.3411906,36.7643778
136.8686222,36.6755751
135.1675086,34.2259867
130.941459,33.9578307
131.4706493,34.1859563
132.2348303,34.158853
138.5684486,35.6641575
146.9135418,-36.0737293
151.6661993,-30.5015616
153.5629067,-28.8379654
143.5615815,-34.6367064
150.1794707,-35.7143871
149.5775008,-33.4192822
149.8416404,-36.6889097
145.9381941,-30.090661
150.418056,-34.479167
141.4539396,-31.9539135
153.601977,-28.6473671
150.814167,-34.065
145.8401709,-31.4949304
153.1093922,-30.298612
149.1297882,-36.2268655
149.219061,-31.2733434
148.025,-34.641667
146.383333,-35.983333
148.6778504,-33.8281444
144.9565781,-35.5282408
148.6329645,-32.2315018
148.0066888,-33.379879
152.511667,-32.180556
151.7361891,-29.7518376
151.341667,-33.426667
149.7277447,-34.7479181
152.9336547,-29.6816894
146.0455313,-34.2800883
148.102061,-35.0566492
150.2368919,-30.9922968
144.85,-34.5
151.1102815,-29.7627514
147.5805276,-34.8651781
150.311944,-33.7125
152.8481977,-31.0604769
150.8443706,-34.6738221
151.483333,-32.816667
153.2882876,-28.8093154
150.1570173,-33.4827345
151.5492182,-32.7383988
149.833889,-29.465833
150.0928052,-35.9073095
153.3827556,-28.3322568
150.9049638,-32.2848467
152.9978834,-30.6419702
149.7812403,-30.3324062
146.557684,-34.7379824
151.781667,-32.928333
150.6,-34.883333
149.1,-33.283333
148.1747161,-33.1372943
151.001111,-33.815
150.7,-33.75
152.9,-31.433333
149.230896,-35.3530392
151.7675123,-32.7544083
150.75,-33.6
150.859482,-32.0546144
151.1788155,-32.5694741
151.2092955,-33.8688197
150.9320334,-31.092748
152.4444453,-31.8894897
152.0189859,-29.0575678
148.2325033,-35.3207508
150.4613249,-35.3572426
147.3598323,-35.1081689
152.7325131,-31.4721352
148.9492902,-32.5520391
147.2043777,-33.9167698
150.817222,-33.615
150.8930607,-34.4278121
151.418,-33.282
148.9143182,-34.8261106
148.3,-34.3
147.4063861,-19.5685154
153.0018911,-27.9881559
148.8826566,-23.5791723
148.2262176,-20.0014803
153.0251235,-27.4697707
153.053,-26.685
152.3509714,-24.8669736
152.966667,-27.066667
145.7780548,-16.9185514
146.2453597,-26.4020616
146.2601362,-20.0769637
145.2470981,-15.4758164
151.2659802,-27.1944226
148.164573,-23.527291
152.2799793,-27.5635802
151.2488592,-23.8426494
153.4,-28.016667
150.2982881,-28.5387064
152.6657456,-26.1833529
152.7676633,-25.2881539
146.1624851,-18.6494046
146.0285223,-17.5226261
151.8399968,-26.5309478
149.1821469,-21.1424956
145.4388546,-17.0019368
153.1,-26.65
152.6970636,-25.5232627
148.057916,-22.002777
139.4927085,-20.7255748
150.3965941,-23.6436179
149.9746669,-24.5729872
150.510016,-23.3790772
148.7837619,-26.5694477
151.9375602,-28.6599726
151.9506696,-27.5598212
146.8169483,-19.2589635
152.0281701,-28.2157285
141.8469901,-12.6492936
143.0381,-22.3913
150.733333,-23.133333
146.8235907,-41.1933695
145.9052168,-41.0528583
146.3451775,-41.1770585
147.3271949,-42.8821377
147.308333,-42.976944
147.1440875,-41.4332215
147.0593848,-42.7828332
145.5540562,-42.0811804
145.532143,-41.7801602
145.1206002,-40.8578071
146.1872071,-41.1702632
145.716667,-41
142.9316441,-37.2846464
144.4463206,-37.6763789
147.616667,-37.833333
143.8502556,-37.5621587
146.6877247,-36.3533015
145.963353,-36.5462177
144.2793906,-36.7570157
144.2185006,-37.058136
143.5854622,-38.3410186
144.7448007,-36.1459548
144.3617186,-38.1499181
142.0178976,-37.7455702
145.513889,-37.656111
142.1962316,-36.7188618
143.9261931,-35.7409643
145.0468064,-36.3139409
144.45,-37.233333
147.995821,-37.8511185
143.7446068,-37.0473301
144.9630576,-37.8136276
142.1245535,-34.2080167
146.267778,-38.172222
146.4146185,-38.2275886
142.2292907,-38.3810122
141.6041155,-38.360895
147.073027,-38.1026004
142.8526896,-35.5055413
145.1619887,-37.0160797
145.4,-36.383333
144.713889,-37.581111
143.5524803,-35.3396318
146.519786,-38.2033531
145.9990577,-36.0271135
146.3172149,-36.3682777
145.9297824,-38.1537515
144.664,-37.9
145.5911028,-38.6089501
122.235852,-17.9614336
115.6396494,-33.325636
115.3500188,-33.6554927
121.164,-30.953
116.7150763,-20.6582351
123.6490372,-17.3179064
115.7439,-32.0569
114.6149715,-28.7773715
121.466,-30.749
115.7424077,-32.5361038
118.495278,-26.593611
117.666944,-34.63
117.1719722,-32.9365232
119.7350342,-23.3593208
116.6654836,-31.6525301
115.8604572,-31.9505269
118.5878223,-20.3106621
117.7938645,-22.6938735
128.122778,-15.4825
72.8776559,19.0759837
77.1024902,28.7040592
77.5945627,12.9715987
80.2707184,13.0826802
78.486671,17.385044
72.5713621,23.022505
72.8310607,21.1702401
73.8567437,18.5204303
75.7872709,26.9124336
80.946166,26.8466937
80.3318736,26.449923
79.0881546,21.1458004
83.2184815,17.6868159
75.8577258,22.7195687
72.9780897,19.2183307
77.412615,23.2599333
73.7997094,18.6297811
85.1375645,25.5940947
73.1812187,22.3071588
75.8572758,30.900965
76.9558321,11.0168445
78.0080745,27.1766701
78.1197754,9.9252007
73.7898023,19.9974533
80.6480153,16.5061743
77.3177894,28.4089123
77.7064137,28.9844618
70.8021599,22.3038945
73.0939483,19.2094006
72.8397317,19.3919275
82.9739144,25.3176452
74.7972825,34.0836708
75.3433139,19.8761653
86.4303859,23.7956531
74.8722642,31.6339793
73.0296625,19.0330488
81.846311,25.4358011
85.309562,23.3440997
88.2636394,22.5957689
79.9864071,23.181467
78.1828308,26.2182871
73.0243094,26.2389469
81.6296413,21.2513844
91.7362365,26.1445169
76.7794179,30.7333148
76.9366376,8.5241391
75.9063906,17.6599188
75.1239547,15.3647083
78.7046725,10.7904833
79.4304381,28.3670355
78.7733286,28.8386481
76.6393805,12.2958104
77.3410656,11.1085242
77.0266383,28.4594965
78.0880129,27.8973944
75.5761829,31.3260152
85.8245398,20.2960587
78.1460142,11.664325
72.8543897,19.2952325
79.5940544,17.9689008
80.4365402,16.3066525
73.0482912,19.2812547
77.5510172,29.967079
83.336188,26.7346743
73.3119159,28.0229348
77.7795513,20.9374238
77.3910265,28.5355161
86.2028754,22.8045665
81.3509416,21.1938475
85.8829895,20.462521
78.5660852,27.1741367
76.2673041,9.9312328
79.986456,14.4425987
72.1519304,21.7644725
78.0321918,30.3164945
87.3119227,23.5204443
86.9523954,23.6739452
84.8535844,22.260423
77.3209555,19.1382514
74.2432527,16.7049873
74.6399163,26.4498954
76.8342957,17.329731
70.05773,22.4707019
75.5276699,23.2755666
88.3952861,26.7271012
78.5684594,25.4484257
73.1644628,19.2215115
74.8570259,32.7266016
74.6424728,16.8165015
74.8559568,12.9141417
77.7171642,11.3410364
74.4976741,15.8496953
80.1480551,13.1143167
77.7566523,8.7139126
74.5100291,20.5547497
75.5626039,21.0076578
73.712479,24.585445
88.2509941,22.511976
75.9238397,14.4663438
75.78041,11.2587531
77.0219019,20.7059345
78.0372792,15.8281257
88.3914731,22.4490894
81.8040345,17.0005383
76.9214428,15.1393932
76.3868797,30.3397809
91.2867777,23.831457
86.9824288,25.3478004
77.7085091,29.4726817
88.406454,22.8562412
88.3991789,22.6983108
76.5603828,18.4087934
74.7748979,20.9042201
79.4191795,13.6287557
76.606611,28.8955152
74.586953,25.321377
84.7940911,19.3149618
85.3647201,26.1208876
74.7495916,19.0952075
77.673673,27.4924134
76.6141396,8.8932118
80.0969511,13.1067448
78.8241339,14.4673541
88.3706491,22.6846668
83.9811665,21.4668716
79.9122455,27.883744
75.710031,16.8301708
82.5916032,25.4842209
75.568101,13.9299299
79.3014845,19.9704597
70.4578768,21.522184
76.2144349,10.5276416
76.6345735,27.5529907
87.8614793,23.2324214
86.8370937,23.7370306
82.2474648,16.9890648
76.776665,19.2609958
77.1139984,13.3391677
80.1514447,17.2472528
79.7793932,11.9475611
85.5148735,25.1982147
76.9635023,29.3909464
85.896004,26.111868
92.7176389,23.727107
76.0507949,22.9622672
74.4560807,16.7090008
76.9904825,29.6856929
74.9454745,30.210994
81.0952431,16.7106604
77.0643614,28.6967948
88.480552,22.7228159
87.4752551,25.7771391
80.8322428,24.6005075
83.5586445,25.9496379
77.091281,28.9287735
79.5940544,27.3826126
78.7378068,23.838805
81.2849169,21.1904494
93.9368439,24.8170111
75.0376325,23.3341696
77.7758825,28.7305798
84.6603307,25.5560443
79.1288412,18.4385553
77.6005911,14.6818877
79.1096901,26.8458148
73.1926023,19.1825167
86.1293792,25.416675
77.2090212,28.6139391
70.133673,23.075297
88.3654386,22.6383016
80.3045793,13.1691914
79.8144722,11.9138598
75.139911,27.6094
78.1348361,8.7641661
81.30418,24.5372927
82.5644344,25.1336987
77.3439283,16.2120031
73.3234478,25.7710893
79.4816378,18.7595503
78.1642478,29.9456906
83.3955506,18.1066576
87.5718609,25.552048
77.4118996,8.1832857
73.8771901,29.9038399
77.3252549,28.5683484
79.1378274,10.7869994
77.8498292,28.406963
88.1000377,22.4744363
80.365865,23.7473807
78.5717631,28.5903614
82.6645469,24.1992101
72.8633635,22.6915853
78.4982741,17.4399295
88.4220324,22.8928724
77.2673901,30.1290485
88.4170988,22.5867296
80.1526888,12.9673484
77.5046101,17.9148799
86.4735251,25.3747561
76.860565,30.6942091
76.2224273,21.3193875
87.2319753,22.34601
77.9802906,10.3673123
72.6369415,23.2156354
76.3909241,15.2688542
88.1410967,25.0108408
80.049922,15.5057232
86.6913222,24.4763201
88.0698118,22.0666742
76.352571,21.8257334
78.4830934,15.4785694
79.1010442,13.2218054
77.9909949,26.4933562
78.4673426,28.9043537
72.928871,22.5645175
78.7476208,26.4450034
88.465448,22.6925015
75.9927652,28.7751693
88.2679264,24.0988265
76.7766974,30.3781788
70.8236195,22.8119895
81.2408689,26.2345298
75.8010962,21.0455204
79.4478858,26.00864
81.5980246,27.5708377
79.1324986,12.9165167
72.3693252,23.5879607
88.1255837,25.6185295
75.0177029,29.5335931
73.1175162,18.9894007
77.665066,25.4357869
80.4878195,26.5393449
76.3388484,9.4980667
76.5221531,9.5915668
77.1734033,31.1048145
-86.80249,33.5206608
-86.5861037,34.7303688
-88.0398912,30.6953657
-86.2999689,32.3668052
-149.9002778,61.2180556
-111.8412502,33.3061605
-111.789027,33.3528264
-112.1859866,33.5386523
-111.8314724,33.4151843
-112.2373779,33.5805955
-112.0740373,33.4483771
-111.9260519,33.4941704
-112.3679279,33.6292337
-111.9400054,33.4255104
-110.926479,32.2217429
-92.2895948,34.7464809
-117.9145036,33.8352932
-121.805789,38.0049214
-119.0187125,35.3732921
-122.272747,37.8715926
-118.3089661,34.1808392
-117.3505939,33.1580933
-117.0841955,32.6400541
-119.7029194,36.8252277
-122.0310733,37.9779776
-117.5664384,33.8752935
-117.9186689,33.6411316
-122.4702079,37.6879241
-118.1331593,33.9401088
-116.9625269,32.7947731
-118.0275667,34.0686206
-121.3716178,38.4087993
-117.086421,33.1192068
-122.0399663,38.2493581
-117.435048,34.0922335
-121.9885719,37.5482697
-119.7725868,36.7468422
-117.9242966,33.8703596
-117.9414477,33.7739053
-118.255075,34.1425078
-122.0807964,37.6688205
-117.9992265,33.660297
-118.3531311,33.9616801
-117.7946942,33.6839473
-117.4854802,33.9971974
-118.1541632,34.6867846
-118.1937395,33.7700504
-118.2436849,34.0522342
-120.9968782,37.6390972
-117.2296717,33.9424658
-117.2139232,33.5539143
-118.081733,33.9022367
-122.2711137,37.8043637
-117.3794834,33.1958696
-117.6508876,34.0633443
-117.8531119,33.7877944
-119.1770516,34.1975048
-118.1164613,34.5794343
-118.1445155,34.1477849
-117.7499909,34.055103
-117.5931084,34.1063989
-117.3703235,34.1064001
-122.3477486,37.9357576
-117.3961564,33.9533487
-121.2880059,38.7521235
-121.4943996,38.5815719
-121.6555013,36.6777372
-117.2897652,34.1083449
-122.4194155,37.7749295
-121.8863286,37.3382082
-122.3255254,37.5629917
-117.8678338,33.7455731
-121.9552356,37.3541079
-118.542586,34.3916641
-120.4357191,34.9530337
-122.7140548,38.440429
-118.781482,34.2694474
-121.2907796,37.9577016
-122.0363496,37.36883
-117.1483648,33.4936391
-118.8375937,34.1705609
-118.3406288,33.8358492
-122.2566367,38.1040864
-119.2290316,34.274646
-117.2927641,34.5362184
-119.2920585,36.3302284
-117.2425355,33.2000368
-117.9389526,34.0686208
-105.0874842,39.8027644
-104.8319195,39.7294319
-105.2705456,40.0149856
-104.8771726,39.5807452
-104.8213634,38.8338816
-105.084423,40.5852602
-104.7091322,40.4233142
-105.0813734,39.7047095
-104.6091409,38.2544472
-104.9719243,39.8680412
-105.0372046,39.8366528
-73.1951767,41.1865478
-72.6850932,41.7637111
-72.9278835,41.308274
-73.5387341,41.0534302
-73.0514965,41.5581525
-73.3107223,41.630267
-81.9495331,26.5628537
-82.8001026,27.9658533
-80.2706044,26.271192
-80.2521157,26.0764783
-80.1373174,26.1224386
-82.3248262,29.6516344
-80.2781057,25.8575963
-80.1494901,26.0112014
-81.655651,30.3321838
-81.9498042,28.0394654
-80.1917902,25.7616798
-80.2456045,25.9420377
-80.3035602,25.9860762
-81.3792365,28.5383355
-80.5886646,28.0344621
-80.2962555,26.007765
-80.1247667,26.2378597
-80.3582261,27.2730492
-82.6267345,27.7518284
-84.2807329,30.4382559
-82.4571776,27.950575
-80.0533746,26.7153424
-83.357567,33.9519347
-84.3879824,33.7489954
-82.0105148,33.4734978
-84.9877094,32.4609764
-83.6324022,32.8406946
-84.3733147,33.9304352
-81.0998342,32.0835407
-157.8583333,21.3069444
-116.2146068,43.6187102
-88.3200715,41.7605849
-87.6297982,41.8781136
-88.2825668,42.0354084
-88.0817251,41.525031
-88.1535352,41.7508391
-89.5889864,40.6936488
-89.0939952,42.2711311
-89.6501481,39.7817213
-85.1393513,41.079273
-86.158068,39.768403
-86.2519898,41.6763545
-91.6656232,41.9778795
-90.5776367,41.5236437
-93.6091064,41.6005448
-94.5785667,39.0997265
-94.8191285,38.8813958
-94.6707917,38.9822282
-95.6890185,39.0558235
-97.330053,37.6871761
-84.5037164,38.0405837
-85.7584557,38.2526647
-91.1403196,30.4582829
-76.6121893,39.2903848
-71.0588801,42.3600825
-71.1097335,42.3736158
-85.3419609,42.9336426
-83.7430378,42.2808256
-83.0457538,42.331427
-85.6680863,42.9633599
-84.5555347,42.732535
-83.0302033,42.5803122
-83.0146526,42.5144566
-93.2650108,44.977753
-92.4801989,44.0121221
-93.0899578,44.9537029
-90.1848103,32.2987573
-89.8354283,31.2524566
-94.5785667,39.0997265
-93.2922989,37.2089572
-90.1994042,38.6270025
-96.6851982,40.8257625
-95.9979883,41.2523634
-114.9817213,36.0395247
-115.1175013,36.1988592
-119.8138027,39.5296329
-74.4120953,40.5187154
-74.2107006,40.6639916
-74.0776417,40.7281575
-74.1723667,40.735657
-78.8783689,42.8864468
-77.6109219,43.16103
-76.1474244,43.0481221
-73.8987469,40.9312099
-80.8431267,35.2270869
-78.898619,35.9940329
-83.8285375,39.4453393
-80.244216,36.0998596
-96.7898034,46.8771863
-81.5190053,41.0814447
-84.5120196,39.1031182
-81.6943605,41.49932
-82.9987942,39.9611755
-84.1916069,39.7589478
-83.555212,41.6639383
-95.7974526,36.060949
-97.4394777,35.2225668
-97.5164276,35.4675602
-95.992775,36.1539816
-123.0867536,44.0520691
-122.989827,45.5228939
-122.6764816,45.5230622
-70.8967155,42.51954
-79.9958864,40.4406248
-81.0348144,34.0007104
-96.7311034,43.5445959
-87.3594528,36.5297706
-83.9207392,35.9606384
-90.0489801,35.1495343
-86.39027,35.8456213
-86.7816016,36.1626638
-99.7331439,32.4487364
-101.8312969,35.2219971
-97.1080656,32.735687
-97.7430608,30.267153
-94.1265562,30.080174
-97.4974838,25.9017472
-96.8899636,32.9756415
-96.3344068,30.627977
-97.396381,27.8005828
-96.7969879,32.7766642
-97.1330683,33.2148412
-106.4850217,31.7618778
-97.3307658,32.7554883
-96.6388833,32.912624
-96.9977846,32.7459645
-95.3698028,29.7604267
-97.7277959,31.1171194
-99.4803241,27.5305671
-101.8551665,33.5778631
-98.2300124,26.2034071
-96.6397822,33.1972465
-84.2472116,43.6155825
-102.0779146,31.9973456
-95.2091006,29.6910625
-95.2860474,29.5635666
-96.7298519,32.9483335
-98.4936282,29.4241219
-95.3010624,32.3512601
-97.1466695,31.549333
-98.4933873,33.9137085
-111.6585337,40.2338438
-111.8910474,40.7607793
-111.9391031,40.6096698
-112.0010501,40.6916132
-77.0469214,38.8048355
-76.2874927,36.7682088
-76.3452218,37.0298687
-76.4730122,37.0870821
-77.4360481,37.5407246
-75.977985,36.8529263
-122.2015159,47.6101497
-122.2020794,47.9789848
-122.2348431,47.3809335
-122.2170661,47.4828776
-122.3320708,47.6062095
-117.4260466,47.6587802
-122.4442906,47.2528768
-122.6716063,45.6318397
-88.019826,44.519159
-89.4012302,43.0730517
-87.9064736,43.0389025
-2.094278,57.149717
-6.652792,54.3502798
-4.129263,53.22739
-2.3599039,51.375801
-5.93012,54.597285
-1.890401,52.486243
-2.58791,51.454513
0.121817,52.205337
-3.17909,51.481581
-2.932931,54.892473
0.4685497,51.7355868
-2.893075,53.193392
-0.774936,50.83761
-1.519693,52.406822
-1.4746186,52.9225301
-2.970721,56.462018
-1.584852,54.77525
-3.188267,55.953252
-3.533899,50.718412
-4.251806,55.864237
-2.238156,51.8642449
-2.715974,52.056398
-4.224721,57.477773
-0.3367413,53.7456709
-2.8007399,54.046575
-1.5490774,53.8007554
-1.1397592,52.6368778
-1.831672,52.681602
-0.540579,53.230688
-6.0580106,54.516246
-0.0909852,51.5123443
-2.2426305,53.4807593
-1.61778,54.978252
-2.997664,51.584151
-6.3402299,54.1751024
1.297355,52.6308859
-1.1581086,52.9547832
-1.2577263,51.7520209
-0.2405299,52.5694985
-4.1426565,50.3754565
-2.70309,53.763201
-1.5237756,54.1361346
-0.339436,51.752725
-3.4418762,53.2577125
-5.265995,51.881227
-2.2901264,53.4875235
-1.794472,51.068785
-1.470085,53.381129
-1.4043509,50.9097004
-3.9369029,56.1165227
-2.179404,53.002668
-3.943646,51.62144
-5.051041,50.263195
-2.6445979,51.209347
-0.1332326,51.5001754
-1.310142,51.059771
-2.12882,52.586973
-2.221575,52.193636
-1.0872979,53.9599651
